Enemy at the Gates;2001
Swordfish;2001
A Beautiful Mind;2001
Bandits;2001
Monkeybone;2001
Dr. Dolittle 2;2001
The Majestic;2001
Driven;2001
Vanilla Sky;2001
Osmosis Jones;2001
The Score;2001
3000 Miles to Graceland;2001
Cats & Dogs;2001
The Last Castle;2001
Moulin Rouge!;2001
Domestic Disturbance;2001
Shrek;2001
Don't Say a Word;2001
The One;2001
K-PAX;2001
Kate & Leopold;2001
Riding in Cars with Boys;2001
America's Sweethearts;2001
Training Day;2001
Scary Movie 2;2001
From Hell;2001
The Pledge;2001
15 Minutes;2001
A Knight's Tale;2001
Shallow Hal;2001
The Mexican;2001
Behind Enemy Lines;2001
Sweet November;2001
Impostor;2001
Heartbreakers;2001
Angel Eyes;2001
Joe Somebody;2001
Rock Star;2001
Texas Rangers;2001
Spy Kids;2001
Black Knight;2001
The Shipping News;2001
American Outlaws;2001
Exit Wounds;2001
Hearts in Atlantis;2001
American Pie 2;2001
The Princess Diaries;2001
Down to Earth;2001
Blow;2001
What's the Worst That Could Happen?;2001
Antitrust;2001
Along Came a Spider;2001
The Royal Tenenbaums;2001
Serendipity;2001
Ghosts of Mars;2001
The Curse of the Jade Scorpion;2001
Jimmy Neutron: Boy Genius;2001
Say It Isn't So;2001
Double Take;2001
Someone Like You...;2001
Joy Ride;2001
The Animal;2001
I Am Sam;2001
Saving Silverman;2001
Jay and Silent Bob Strike Back;2001
The Glass House;2001
Megiddo: The Omega Code 2;2001
Hardball;2001
Thir13en Ghosts;2001
Legally Blonde;2001
Life as a House;2001
The Tailor of Panama;2001
The Others;2001
Summer Catch;2001
See Spot Run;2001
Baby Boy;2001
Joe Dirt;2001
Madison;2001
Not Another Teen Movie;2001
Freddy Got Fingered;2001
Knockaround Guys;2001
Jason X;2001
Head Over Heels;2001
Soul Survivors;2001
The Caveman's Valentine;2001
Save the Last Dance;2001
Two Can Play That Game;2001
Crazy/Beautiful;2001
Bubble Boy;2001
How High;2001
Max Keeble's Big Move;2001
Corky Romano;2001
Out Cold;2001
Tomcats;2001
Frailty;2001
O;2001
Recess: School's Out;2001
Valentine;2001
Get Over It;2001
On the Line;2001
Glitter;2001
The Other Side of Heaven;2001
The Brothers;2001
Hedwig and the Angry Inch;2001
Novocaine;2001
The Business of Strangers;2001
Ghost World;2001
Harvard Man;2001
The Forsaken;2001
Made;2001
Donnie Darko;2001
Monster's Ball;2001
The Wash;2001
Pootie Tang;2001
Thirteen Conversations About One Thing;2001
Bully;2001
In the Bedroom;2001
Kissing Jessica Stein;2001
The Believer;2001
Session 9;2001
Super Troopers;2001
Down and Out with the Dolls;2001
Brigham City;2001
The Jimmy Show;2001
L.I.E.;2001
Never Again;2001
Dogtown and Z-Boys;2001
Lovely & Amazing;2001
American Desi;2001
The Lost Skeleton of Cadavra;2001
Men in Black II;2002
Spider-Man;2002
Stuart Little 2;2002
Star Wars: Episode II - Attack of the Clones;2002
Windtalkers;2002
Minority Report;2002
Treasure Planet;2002
The Adventures of Pluto Nash;2002
Gangs of New York;2002
The Lord of the Rings: The Two Towers;2002
Collateral Damage;2002
Scooby-Doo;2002
Lilo & Stitch;2002
Road to Perdition;2002
Spirit: Stallion of the Cimarron;2002
The Time Machine;2002
Signs;2002
xXx;2002
We Were Soldiers;2002
Bad Company;2002
I Spy;2002
Hart's War;2002
Rollerball;2002
Ballistic: Ecks vs. Sever;2002
The Sum of All Fears;2002
Ice Age;2002
The Santa Clause 2;2002
Austin Powers in Goldmember;2002
The Bourne Identity;2002
Two Weeks Notice;2002
The Scorpion King;2002
The Tuxedo;2002
Reign of Fire;2002
Star Trek: Nemesis;2002
Analyze That;2002
Dragonfly;2002
Maid in Manhattan;2002
Eye See You;2002
Blade II;2002
Catch Me If You Can;2002
Mr. Deeds;2002
Unfaithful;2002
Murder by Numbers;2002
Blood Work;2002
Panic Room;2002
Insomnia;2002
Changing Lanes;2002
Big Trouble;2002
The Sweetest Thing;2002
High Crimes;2002
The Mothman Prophecies;2002
8 Mile;2002
City by the Sea;2002
Life or Something Like It;2002
Sweet Home Alabama;2002
Spy Kids 2: Island of Lost Dreams;2002
Enough;2002
John Q;2002
Queen of the Damned;2002
Chicago;2002
About Schmidt;2002
Like Mike;2002
Blue Crush;2002
Eight Legged Freaks;2002
Confessions of a Dangerous Mind;2002
Divine Secrets of the Ya-Ya Sisterhood;2002
Clockstoppers;2002
The Wild Thornberrys Movie;2002
Undercover Brother;2002
The Hours;2002
Punch-Drunk Love;2002
Stealing Harvard;2002
Abandon;2002
The Rookie;2002
Moonlight Mile;2002
Drumline;2002
Return to Never Land;2002
Ghost Ship;2002
The Country Bears;2002
Undisputed;2002
Equilibrium;2002
People I Know;2002
Adaptation.;2002
The Salton Sea;2002
City of Ghosts;2002
40 Days and 40 Nights;2002
They;2002
The Master of Disguise;2002
White Oleander;2002
Hollywood Ending;2002
Juwanna Mann;2002
Big Fat Liar;2002
Halloween: Resurrection;2002
Tuck Everlasting;2002
Dark Blue;2002
Boat Trip;2002
Jonah: A VeggieTales Movie;2002
All About the Benjamins;2002
Far from Heaven;2002
The New Guy;2002
Antwone Fisher;2002
The Emperor's Club;2002
Barbershop;2002
Crossroads;2002
One Hour Photo;2002
Frida;2002
Sorority Boys;2002
The Dangerous Lives of Altar Boys;2002
Welcome to Collinwood;2002
Cypher;2002
Phone Booth;2002
A Walk to Remember;2002
Darkness;2002
Friday After Next;2002
The Banger Sisters;2002
Swimfan;2002
Kung Pow: Enter the Fist;2002
Hey Arnold! The Movie;2002
Deuces Wild;2002
Igby Goes Down;2002
Brown Sugar;2002
The Good Girl;2002
Narc;2002
Auto Focus;2002
Gerry;2002
Sunshine State;2002
Jackass: The Movie;2002
My Big Fat Greek Wedding;2002
25th Hour;2002
Spun;2002
The Rules of Attraction;2002
Secretary;2002
Poolhall Junkies;2002
Martin Lawrence Live: Runteldat;2002
Real Women Have Curves;2002
Full Frontal;2002
Highway;2002
May;2002
Stolen Summer;2002
Sex with Strangers;2002
Bubba Ho-Tep;2002
Blue Car;2002
Time Changer;2002
Interview with the Assassin;2002
Crop Circles: Quest for Truth;2002
The Singles Ward;2002
Civil Brand;2002
The Slaughter Rule;2002
Fabled;2002
Better Luck Tomorrow;2002
The Business of Fancydancing;2002
Funny Ha Ha;2002
Manito;2002
Terminator 3: Rise of the Machines;2003
The Matrix Reloaded;2003
The Last Samurai;2003
Hulk;2003
Master and Commander: The Far Side of the World;2003
Bad Boys II;2003
Pirates of the Caribbean: The Curse of the Black Pearl;2003
Charlie's Angels: Full Throttle;2003
The Cat in the Hat;2003
Finding Nemo;2003
The Lord of the Rings: The Return of the King;2003
The Haunted Mansion;2003
Lara Croft Tomb Raider: The Cradle of Life;2003
Seabiscuit;2003
The Rundown;2003
The Core;2003
Bruce Almighty;2003
Something's Gotta Give;2003
Cold Mountain;2003
Timeline;2003
2 Fast 2 Furious;2003
The League of Extraordinary Gentlemen;2003
Tears of the Sun;2003
Hollywood Homicide;2003
S.W.A.T.;2003
Big Fish;2003
Dreamcatcher;2003
Mona Lisa Smile;2003
Daddy Day Care;2003
The Italian Job;2003
Kangaroo Jack;2003
Paycheck;2003
Intolerable Cruelty;2003
Sinbad: Legend of the Seven Seas;2003
Beyond Borders;2003
American Wedding;2003
Kill Bill: Vol. 1;2003
The Hunted;2003
Stuck on You;2003
Gods and Generals;2003
Gigli;2003
Bulletproof Monk;2003
How to Lose a Guy in 10 Days;2003
Shanghai Knights;2003
Out of Time;2003
The Life of David Gale;2003
Scary Movie 3;2003
Spy Kids 3-D: Game Over;2003
Cheaper by the Dozen;2003
Gothika;2003
Duplex;2003
A Man Apart;2003
Head of State;2003
Radio;2003
The Order;2003
Elf;2003
Mystic River;2003
Secondhand Lions;2003
Dumb and Dumberer: When Harry Met Lloyd;2003
Alex & Emma;2003
Once Upon a Time in Mexico;2003
Identity;2003
Freaky Friday;2003
Open Range;2003
Final Destination 2;2003
Freddy vs. Jason;2003
Legally Blonde 2: Red, White & Blonde;2003
Agent Cody Banks;2003
Rugrats Go Wild;2003
What a Girl Wants;2003
Jeepers Creepers II;2003
Cradle 2 the Grave;2003
Old School;2003
Bringing Down the House;2003
School of Rock;2003
Holes;2003
The Jungle Book 2;2003
21 Grams;2003
A Guy Thing;2003
Marci X;2003
Just Married;2003
Bad Santa;2003
Under the Tuscan Sun;2003
Honey;2003
Anything Else;2003
Good Boy!;2003
Dickie Roberts: Former Child Star;2003
House of Sand and Fog;2003
How to Deal;2003
The Lizzie McGuire Movie;2003
Malibu's Most Wanted;2003
Confidence;2003
My Boss's Daughter;2003
From Justin to Kelly;2003
Wrong Turn;2003
The Brown Bunny;2003
Chasing Papi;2003
The Singing Detective;2003
Masked and Anonymous;2003
Darkness Falls;2003
House of 1000 Corpses;2003
Shade;2003
A Mighty Wind;2003
Shattered Glass;2003
11:14;2003
Wonderland;2003
Monster;2003
Party Monster;2003
Lost in Translation;2003
The Cooler;2003
The Real Cancun;2003
DysFunktional Family;2003
American Splendor;2003
Thirteen;2003
The Book of Mormon Movie, Volume 1: The Journey;2003
This Thing of Ours;2003
Northfork;2003
I Love Your Work;2003
The Hebrew Hammer;2003
Grand Theft Parsons;2003
All the Real Girls;2003
The Battle of Shaker Heights;2003
Latter Days;2003
The Mudge Boy;2003
Saints and Soldiers;2003
Open Water;2003
The Station Agent;2003
The R.M.;2003
Gory Gory Hallelujah;2003
Tarnation;2003
Tupac: Resurrection;2003
Pieces of April;2003
Malevolence;2003
The Work and the Story;2003
Flywheel;2003
Spider-Man 2;2004
The Polar Express;2004
Troy;2004
The Day After Tomorrow;2004
The Chronicles of Riddick;2004
Ocean's Twelve;2004
The Aviator;2004
Home on the Range;2004
Around the World in 80 Days;2004
I, Robot;2004
National Treasure;2004
Catwoman;2004
The Stepford Wives;2004
The Alamo;2004
The Incredibles;2004
The Bourne Supremacy;2004
The Manchurian Candidate;2004
Hidalgo;2004
50 First Dates;2004
Exorcist: The Beginning;2004
The Terminal;2004
Shark Tale;2004
Spanglish;2004
Flight of the Phoenix;2004
The Village;2004
Shrek 2;2004
AVP: Alien vs. Predator;2004
Sky Captain and the World of Tomorrow;2004
Blade: Trinity;2004
Meet the Fockers;2004
Collateral;2004
Ladder 49;2004
Man on Fire;2004
Starsky & Hutch;2004
Hellboy;2004
After the Sunset;2004
Walking Tall;2004
Kill Bill: Vol. 2;2004
Garfield;2004
Christmas with the Kranks;2004
Raising Helen;2004
The Life Aquatic with Steve Zissou;2004
The Big Bounce;2004
The Princess Diaries 2: Royal Engagement;2004
Fat Albert;2004
Cellular;2004
Along Came Polly;2004
Ray;2004
Shall We Dance;2004
Secret Window;2004
Torque;2004
New York Minute;2004
The Last Shot;2004
Against the Ropes;2004
The Ladykillers;2004
Closer;2004
Jersey Girl;2004
Ella Enchanted;2004
The Punisher;2004
George and the Dragon;2004
Dodgeball: A True Underdog Story;2004
The SpongeBob SquarePants Movie;2004
Million Dollar Baby;2004
The Notebook;2004
Without a Paddle;2004
13 Going on 30;2004
The Prince and Me;2004
Little Black Book;2004
Mr 3000;2004
The Whole Ten Yards;2004
Wicker Park;2004
Godsend;2004
Chasing Liberty;2004
The Merchant of Venice;2004
Miracle;2004
Dawn of the Dead;2004
Suspect Zero;2004
Mindhunters;2004
In Good Company;2004
Agent Cody Banks 2: Destination London;2004
Welcome to Mooseport;2004
The Passion of the Christ;2004
Scooby-Doo 2: Monsters Unleashed;2004
Finding Neverland;2004
Anchorman: The Legend of Ron Burgundy;2004
Anacondas: The Hunt for the Blood Orchid;2004
EuroTrip;2004
The Girl Next Door;2004
Win a Date with Tad Hamilton!;2004
Beyond the Sea;2004
Vanity Fair;2004
I Heart Huckabees;2004
White Chicks;2004
Team America: World Police;2004
Eternal Sunshine of the Spotless Mind;2004
Paparazzi;2004
Envy;2004
Connie and Carla;2004
Birth;2004
A Cinderella Story;2004
Barbershop 2: Back in Business;2004
Mean Girls;2004
Catch That Kid;2004
Sideways;2004
Bobby Jones: Stroke of Genius;2004
The Cookout;2004
Soul Plane;2004
De-Lovely;2004
Raise Your Voice;2004
The Butterfly Effect;2004
Johnson Family Vacation;2004
My Baby's Daddy;2004
Kinsey;2004
The Grudge;2004
Sleepover;2004
Teacher's Pet;2004
Imaginary Heroes;2004
Eulogy;2004
Harold & Kumar Go to White Castle;2004
Breakin' All the Rules;2004
Club Dread;2004
You Got Served;2004
The Work and the Glory;2004
A Home at the End of the World;2004
Fahrenheit 9/11;2004
Saved!;2004
What the #$*! Do We (K)now!?;2004
D.E.B.S.;2004
Woman Thou Art Loosed;2004
Brave New Girl;2004
Riding Giants;2004
Garden State;2004
Saving Face;2004
Before Sunset;2004
House of D;2004
Saw;2004
Guiana 1838;2004
Proud;2004
Mean Creek;2004
Napoleon Dynamite;2004
Fighting Tommy Riley;2004
November;2004
On the Outs;2004
Short Cut to Nirvana: Kumbh Mela;2004
An American Girl Holiday;2004
Peace, Propaganda & the Promised Land;2004
Super Size Me;2004
On the Downlow;2004
Primer;2004
My Date with Drew;2004
The Chronicles of Narnia: The Lion, the Witch and the Wardrobe;2005
Charlie and the Chocolate Factory;2005
Batman Begins;2005
Fun with Dick and Jane;2005
Stealth;2005
War of the Worlds;2005
Star Wars: Episode III - Revenge of the Sith;2005
Mr. & Mrs. Smith;2005
Kingdom of Heaven;2005
The Island;2005
Son of the Mask;2005
Cinderella Man;2005
Memoirs of a Geisha;2005
The Longest Yard;2005
Robots;2005
The Legend of Zorro;2005
The Brothers Grimm;2005
Madagascar;2005
Be Cool;2005
Hostage;2005
Zathura: A Space Adventure;2005
Chicken Little;2005
Cheaper by the Dozen 2;2005
Miss Congeniality 2: Armed and Fabulous;2005
xXx: State of the Union;2005
Dark Water;2005
The Great Raid;2005
Just Like Heaven;2005
Hitch;2005
Flightplan;2005
Æon Flux;2005
Elizabethtown;2005
The Dukes of Hazzard;2005
The Ring Two;2005
V for Vendetta;2005
Herbie Fully Loaded;2005
Syriana;2005
The Adventures of Sharkboy and Lavagirl 3-D;2005
Man of the House;2005
Into the Blue;2005
Coach Carter;2005
Kicking & Screaming;2005
The Hitchhiker's Guide to the Galaxy;2005
The Producers;2005
Lord of War;2005
Sin City;2005
The Skeleton Key;2005
Fever Pitch;2005
Get Rich or Die Tryin';2005
Rent;2005
Serenity;2005
Guess Who;2005
Sky High;2005
Must Love Dogs;2005
Cursed;2005
Goal! The Dream Begins;2005
Dreamer: Inspired by a True Story;2005
A History of Violence;2005
Four Brothers;2005
Racing Stripes;2005
Corpse Bride;2005
Assault on Precinct 13;2005
North Country;2005
The Cave;2005
The New World;2005
An Unfinished Life;2005
Supercross;2005
Walk the Line;2005
The Jacket;2005
The 40-Year-Old Virgin;2005
Red Eye;2005
Hide and Seek;2005
Nanny McPhee;2005
The Sisterhood of the Traveling Pants;2005
Beauty Shop;2005
Ice Princess;2005
A Lot Like Love;2005
The Greatest Game Ever Played;2005
Lords of Dogtown;2005
Underclassman;2005
King's Ransom;2005
BloodRayne;2005
Derailed;2005
Deuce Bigalow: European Gigolo;2005
Are We There Yet?;2005
Boogeyman;2005
Pooh's Heffalump Movie;2005
The Weather Man;2005
The Game of Their Lives;2005
The Amityville Horror;2005
The Exorcism of Emily Rose;2005
The Family Stone;2005
Hoodwinked!;2005
Slow Burn;2005
The Wedding Date;2005
Because of Winn-Dixie;2005
Kiss Kiss Bang Bang;2005
Brokeback Mountain;2005
The Upside of Anger;2005
Duma;2005
Romance & Cigarettes;2005
Roll Bounce;2005
The Perfect Man;2005
The Matador;2005
End of the Spear;2005
Edmond;2005
The Lost City;2005
Trust the Man;2005
Down in the Valley;2005
The Wendell Baker Story;2005
Thank You for Smoking;2005
Shopgirl;2005
Good Night, and Good Luck.;2005
The Devil's Rejects;2005
The Chumscrubber;2005
The Work and the Glory II: American Zion;2005
Diary of a Mad Black Woman;2005
Saw II;2005
Hostel;2005
Thumbsucker;2005
Winter Passing;2005
Feast;2005
Dave Chappelle's Block Party;2005
My Big Fat Independent Movie;2005
Boynton Beach Club;2005
Hustle & Flow;2005
Me and You and Everyone We Know;2005
Harsh Times;2005
Inside Deep Throat;2005
The Squid and the Whale;2005
The Ballad of Jack and Rose;2005
The Salon;2005
Forty Shades of Blue;2005
Wal-Mart: The High Cost of Low Price;2005
Waiting...;2005
Cry_Wolf;2005
Transamerica;2005
The Helix... Loaded;2005
Hard Candy;2005
The Quiet;2005
Rize;2005
Mad Hot Ballroom;2005
Lonesome Jim;2005
The Californians;2005
Insomnia Manica;2005
Murderball;2005
The Motel;2005
The Blood of My Brother;2005
The Call of Cthulhu;2005
Mutual Appreciation;2005
The Puffy Chair;2005
The Mongol King;2005
Superman Returns;2006
Pirates of the Caribbean: Dead Man's Chest;2006
Poseidon;2006
Mission: Impossible III;2006
The Da Vinci Code;2006
Night at the Museum;2006
Eragon;2006
The Departed;2006
Happy Feet;2006
The Holiday;2006
Open Season;2006
The Fast and the Furious: Tokyo Drift;2006
Click;2006
Over the Hedge;2006
Charlotte's Web;2006
The Pink Panther;2006
Children of Men;2006
Ice Age: The Meltdown;2006
Dreamgirls;2006
Monster House;2006
Talladega Nights: The Ballad of Ricky Bobby;2006
Cars;2006
Lady in the Water;2006
World Trade Center;2006
We Are Marshall;2006
Littleman;2006
300;2006
The Shaggy Dog;2006
The Sentinel;2006
The Pursuit of Happyness;2006
You, Me and Dupree;2006
Flags of Our Fathers;2006
The Break-Up;2006
Deck the Halls;2006
Inside Man;2006
Failure to Launch;2006
Curious George;2006
Firewall;2006
The Tooth Fairy;2006
Happily N'Ever After;2006
Last Holiday;2006
The Ant Bully;2006
Underworld: Evolution;2006
Scary Movie 4;2006
Eight Below;2006
Big Momma's House 2;2006
The Prestige;2006
Apocalypto;2006
The Lake House;2006
Marie Antoinette;2006
The Devil Wears Prada;2006
The Benchwarmers;2006
The Nativity Story;2006
Zoom;2006
A Good Year;2006
The Fountain;2006
The Good German;2006
Glory Road;2006
Stranger Than Fiction;2006
Take the Lead;2006
Gridiron Gang;2006
My Super Ex-Girlfriend;2006
Ultraviolet;2006
DOA: Dead or Alive;2006
Just My Luck;2006
She's the Man;2006
Unaccompanied Minors;2006
The Hoax;2006
Rocky Balboa;2006
Pulse;2006
Date Movie;2006
The Grudge 2;2006
Man of the Year;2006
Stay Alive;2006
The Covenant;2006
School for Scoundrels;2006
One Night with the King;2006
Doogal;2006
A Scanner Darkly;2006
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan;2006
United 93;2006
Beerfest;2006
The Hills Have Eyes;2006
ATL;2006
Larry the Cable Guy: Health Inspector;2006
American Dreamz;2006
The Illusionist;2006
Fur: An Imaginary Portrait of Diane Arbus;2006
The Texas Chainsaw Massacre: The Beginning;2006
When a Stranger Calls;2006
Flicka;2006
The Marine;2006
Idlewild;2006
Black Snake Moan;2006
Hoot;2006
Bobby;2006
Little Children;2006
Letters from Iwo Jima;2006
The Astronaut Farmer;2006
Infamous;2006
Step Up;2006
Aquamarine;2006
Crank;2006
For Your Consideration;2006
Running with Scissors;2006
Jackass Number Two;2006
Copying Beethoven;2006
Saw III;2006
Madea's Family Reunion;2006
Employee of the Month;2006
A Prairie Home Companion;2006
Rescue Dawn;2006
Black Christmas;2006
The Ultimate Gift;2006
The Namesake;2006
Little Miss Sunshine;2006
Akeelah and the Bee;2006
10th & Wolf;2006
Factory Girl;2006
Friends with Money;2006
Come Early Morning;2006
Lake of Fire;2006
Crossover;2006
Clerks II;2006
Grandma's Boy;2006
Keeping Up with the Steins;2006
The Oh in Ohio;2006
Farce of the Penguins;2006
High School Musical;2006
The Night Listener;2006
Let's Go to Prison;2006
Ira & Abby;2006
The Dead Girl;2006
Bella;2006
Phat Girlz;2006
Love's Abiding Joy;2006
Beer League;2006
Valley of the Heart's Delight;2006
Eye of the Dolphin;2006
Idiocracy;2006
Shortbus;2006
Sherrybaby;2006
I Want Someone to Eat Cheese With;2006
Hatchet;2006
Journey from the Fall;2006
An Inconvenient Truth;2006
Who Killed the Electric Car?;2006
Wristcutters: A Love Story;2006
Alone with Her;2006
Special;2006
Loving Annabelle;2006
Jimmy and Judy;2006
The Pet;2006
Iraq for Sale: The War Profiteers;2006
All the Boys Love Mandy Lane;2006
Half Nelson;2006
Wordplay;2006
Poultrygeist: Night of the Chicken Dead;2006
Quinceañera;2006
Old Joy;2006
Little Big Top;2006
The Trials of Darryl Hunt;2006
Facing the Giants;2006
The Naked Ape;2006
Pirates of the Caribbean: At World's End;2007
Spider-Man 3;2007
The Golden Compass;2007
Rush Hour 3;2007
Evan Almighty;2007
Shrek the Third;2007
Transformers;2007
I Am Legend;2007
Ratatouille;2007
Bee Movie;2007
Beowulf;2007
The Bourne Ultimatum;2007
Fantastic 4: Rise of the Silver Surfer;2007
Ghost Rider;2007
Live Free or Die Hard;2007
American Gangster;2007
Surf's Up;2007
Enchanted;2007
Ocean's Thirteen;2007
Zodiac;2007
The Invasion;2007
Hairspray;2007
Charlie Wilson's War;2007
The Kingdom;2007
The Simpsons Movie;2007
Blades of Glory;2007
Wild Hogs;2007
Shooter;2007
Alvin and the Chipmunks;2007
Grindhouse;2007
Lucky You;2007
Eastern Promises;2007
3:10 to Yuma;2007
The Bucket List;2007
Across the Universe;2007
Love in the Time of Cholera;2007
Aliens vs. Predator: Requiem;2007
Music and Lyrics;2007
The Reaping;2007
Disturbia;2007
The Hunting Party;2007
Because I Said So;2007
License to Wed;2007
Lions for Lambs;2007
Walk Hard: The Dewey Cox Story;2007
The Number 23;2007
P.S. I Love You;2007
30 Days of Night;2007
88 Minutes;2007
The Assassination of Jesse James by the Coward Robert Ford;2007
No Reservations;2007
We Own the Night;2007
Knocked Up;2007
Rendition;2007
Martian Child;2007
No Country for Old Men;2007
Bridge to Terabithia;2007
There Will Be Blood;2007
Good Luck Chuck;2007
August Rush;2007
War;2007
Hot Rod;2007
In the Valley of Elah;2007
1408;2007
The Game Plan;2007
Michael Clayton;2007
Death at a Funeral;2007
Premonition;2007
Epic Movie;2007
Nancy Drew;2007
Georgia Rule;2007
Reign Over Me;2007
Into the Wild;2007
The Kite Runner;2007
Death Sentence;2007
Code Name: The Cleaner;2007
I'm Not There.;2007
The Touch;2007
Superbad;2007
Sydney White;2007
Things We Lost in the Fire;2007
Why Did I Get Married?;2007
The Great Debaters;2007
The Hills Have Eyes II;2007
U2 3D;2007
A Mighty Heart;2007
Blood and Chocolate;2007
Funny Games;2007
The Good Night;2007
Stomp the Yard;2007
I Think I Love My Wife;2007
This Christmas;2007
The Mist;2007
Resurrecting the Champ;2007
Lars and the Real Girl;2007
Charlie Bartlett;2007
Married Life;2007
The Life Before Her Eyes;2007
In the Land of Women;2007
September Dawn;2007
Saw IV;2007
Reno 911!: Miami;2007
The Brothers Solomon;2007
Blonde Ambition;2007
White Noise 2: The Light;2007
Sicko;2007
The Savages;2007
Gracie;2007
Awake;2007
Brooklyn Rules;2007
The Death and Life of Bobby Z;2007
Hostel: Part II;2007
Ta Ra Rum Pum;2007
Juno;2007
Who's Your Caddy?;2007
High School Musical 2;2007
Daddy Day Camp;2007
The Ten;2007
Redacted;2007
You Kill Me;2007
Purple Violets;2007
Diary of the Dead;2007
Timber Falls;2007
The Last Sin Eater;2007
No End in Sight;2007
Teeth;2007
Rockaway;2007
Slacker Uprising;2007
Sublime;2007
Waitress;2007
Snow Angels;2007
My Name Is Bruce;2007
Certifiably Jonathan;2007
Taxi to the Dark Side;2007
And Then Came Love;2007
The Hammer;2007
Aqua Teen Hunger Force Colon Movie Film for Theaters;2007
Arnolds Park;2007
Finishing the Game: The Search for a New Bruce Lee;2007
Kiss the Bride;2007
The Living Wake;2007
Paranormal Activity;2007
Shotgun Stories;2007
Jesus People;2007
The Man from Earth;2007
The Legend of God's Gun;2007
The Chronicles of Narnia: Prince Caspian;2008
Indiana Jones and the Kingdom of the Crystal Skull;2008
WALL·E;2008
The Dark Knight;2008
Iron Man;2008
The Mummy: Tomb of the Dragon Emperor;2008
The Curious Case of Benjamin Button;2008
Hancock;2008
Madagascar: Escape 2 Africa;2008
Bolt;2008
The Incredible Hulk;2008
Kung Fu Panda;2008
Speed Racer;2008
The Spiderwick Chronicles;2008
Tropic Thunder;2008
Valkyrie;2008
You Don't Mess with the Zohan;2008
Jumper;2008
Hellboy II: The Golden Army;2008
Get Smart;2008
Bedtime Stories;2008
Eagle Eye;2008
The Day the Earth Stood Still;2008
Wanted;2008
Fool's Gold;2008
Body of Lies;2008
Step Brothers;2008
Death Race;2008
The Love Guru;2008
Marley & Me;2008
The Happening;2008
Righteous Kill;2008
Meet Dave;2008
The Spirit;2008
Leatherheads;2008
The Forbidden Kingdom;2008
Semi-Pro;2008
Changeling;2008
Seven Pounds;2008
Mamma Mia!;2008
Yes Man;2008
Journey to the Center of the Earth;2008
Revolutionary Road;2008
Miracle at St. Anna;2008
Bangkok Dangerous;2008
Vantage Point;2008
Made of Honor;2008
Drillbit Taylor;2008
Soul Men;2008
Delgo;2008
City of Ember;2008
The Express;2008
Burn After Reading;2008
Nim's Island;2008
Twilight;2008
Space Chimps;2008
21;2008
Mirrors;2008
Untraceable;2008
The X Files: I Want to Believe;2008
Superhero Movie;2008
Punisher: War Zone;2008
The Reader;2008
27 Dresses;2008
Forgetting Sarah Marshall;2008
Baby Mama;2008
Meet the Spartans;2008
Pride and Glory;2008
Frost/Nixon;2008
Welcome Home, Roscoe Jenkins;2008
The Sisterhood of the Traveling Pants 2;2008
What Just Happened;2008
Pineapple Express;2008
Gran Torino;2008
W.;2008
Cloverfield;2008
The House Bunny;2008
The Ruins;2008
Stop-Loss;2008
Zack and Miri Make a Porno;2008
The Longshots;2008
Mad Money;2008
Never Back Down;2008
Swing Vote;2008
Beverly Hills Chihuahua;2008
Lakeview Terrace;2008
Doubt;2008
Milk;2008
Street Kings;2008
Appaloosa;2008
My Best Friend's Girl;2008
Disaster Movie;2008
Ghost Town;2008
An American Carol;2008
Strange Wilderness;2008
Flash of Genius;2008
The Brothers Bloom;2008
Synecdoche, New York;2008
Sex Drive;2008
Prom Night;2008
Step Up 2: The Streets;2008
The Women;2008
The Yellow Handkerchief;2008
The Hurt Locker;2008
The Pirates Who Don't Do Anything: A VeggieTales Movie;2008
The Rocker;2008
The Midnight Meat Train;2008
The Lucky Ones;2008
Harold & Kumar Escape from Guantanamo Bay;2008
Quarantine;2008
The Eye;2008
Rachel Getting Married;2008
Cadillac Records;2008
Two Lovers;2008
High School Musical 3: Senior Year;2008
The Secret Life of Bees;2008
Saw V;2008
Nick and Norah's Infinite Playlist;2008
Kit Kittredge: An American Girl;2008
Over Her Dead Body;2008
War, Inc.;2008
Hamlet 2;2008
Repo! The Genetic Opera;2008
Shutter;2008
Pathology;2008
Witless Protection;2008
Redbelt;2008
Stargate: The Ark of Truth;2008
The Wrestler;2008
College;2008
The Wackness;2008
Surfer, Dude;2008
The Haunting of Molly Hartley;2008
Sunshine Cleaning;2008
Bottle Shock;2008
Standard Operating Procedure;2008
Lovely, Still;2008
Train;2008
The Betrayed;2008
Choke;2008
Religulous;2008
Fuel;2008
Sleep Dealer;2008
Impact Point;2008
No Man's Land: The Rise of Reeker;2008
Trucker;2008
Extreme Movie;2008
Shine a Light;2008
Food, Inc.;2008
Frozen River;2008
The Poker House;2008
Childless;2008
Harrison Montgomery;2008
Fireproof;2008
What Happens in Vegas;2008
Wendy and Lucy;2008
Sunday School Musical;2008
Call + Response;2008
Baghead;2008
Good Dick;2008
Yesterday Was a Lie;2008
Avatar;2009
Transformers: Revenge of the Fallen;2009
Terminator Salvation;2009
2012;2009
A Christmas Carol;2009
Up;2009
Monsters vs. Aliens;2009
G.I. Joe: The Rise of Cobra;2009
Night at the Museum: Battle of the Smithsonian;2009
